,nome,dnasc,sexo,pelagem,meses informados,medidas
0,Mistério Xodó do Malta,7-3-2018,M,amarillho,7,129.0
1,Mistério Xodó do Malta,7-3-2018,M,amarillho,8,130.0
2,Mistério Xodó do Malta,7-3-2018,M,amarillho,13,134.0
3,Mistério Xodó do Malta,7-3-2018,M,amarillho,15,137.0
4,Mistério Xodó do Malta,7-3-2018,M,amarillho,24,145.0
5,Mistério Xodó do Malta,7-3-2018,M,amarillho,32,151.0
